date,symbol,sector,price,action,signal,smart_rank,confidence,zone,rsi,adx,entry,stop,target,rr,atr,vol_ratio,pct_ema200,adapt_mom,dg_tier,signal_reason,price_1w,price_2w,result,notes
2026-03-14,PHDC,REAL_ESTATE,8.680000305175781,WAIT,📊 WAIT (Rank),13.29,0.0,🟡 MID,44.8,19.6,8.64,8.14,9.77,2.3,0.362,0.33,6.9,-0.65,DEGRADED, | 📊 Rank too low: 13.3 < 16.8,,,,
2026-03-14,EGTS,SERVICES,7.289999961853027,WAIT,📊 WAIT (Rank),13.25,0.0,🟡 MID,43.5,42.4,7.25,6.97,7.94,2.5,0.216,0.26,-6.2,1.43,DEGRADED, | 📊 Rank too low: 13.2 < 16.8,,,,
2026-03-14,SWDY,ENERGY,79.02999877929688,WAIT,📊 WAIT (Rank),12.85,0.0,🟢 EARLY,51.3,23.1,78.63,74.55,87.99,2.3,2.987,0.26,2.4,2.13,DEGRADED, | 📊 Rank too low: 12.9 < 16.8,,,,
2026-03-14,FWRY,SERVICES,17.3700008392334,WAIT,📊 WAIT (Rank),12.73,0.0,🔴 LATE,42.9,25.9,17.28,16.28,19.54,2.3,0.725,0.91,16.4,-1.03,DEGRADED, | 📊 Rank too low: 12.7 < 16.8,,,,
2026-03-14,HELI,REAL_ESTATE,5.550000190734863,WAIT,📊 WAIT (Rank),12.46,0.0,🟡 MID,78.4,47.3,5.52,5.12,6.41,2.2,0.286,0.27,-2.5,13.13,DEGRADED, | 📊 Rank too low: 12.5 < 16.8,,,,
2026-03-14,OCDI,REAL_ESTATE,18.100000381469727,WAIT,📊 WAIT (Rank),12.22,0.0,🟢 EARLY,46.7,15.7,18.01,16.97,20.36,2.3,0.753,0.25,-34.4,0.5,DEGRADED, | 📊 Rank too low: 12.2 < 16.8,,,,
2026-03-14,JUFO,SERVICES,26.799999237060547,WAIT,📊 WAIT (Rank),12.04,0.0,🟡 MID,44.6,30.1,26.67,25.37,29.66,2.3,0.952,0.84,-2.0,-0.6,DEGRADED, | 📊 Rank too low: 12.0 < 16.8,,,,
2026-03-14,HRHO,SERVICES,25.90999984741211,WAIT,📊 WAIT (Rank),11.89,0.0,🟡 MID,38.4,29.0,25.78,24.55,28.63,2.3,0.908,0.76,-2.6,1.93,DEGRADED, | 📊 Rank too low: 11.9 < 16.8,,,,
2026-03-14,ISPH,ENERGY,10.5,WAIT,📊 WAIT (Rank),10.8,0.0,🔴 LATE,37.3,26.1,10.45,9.79,11.93,2.2,0.476,1.29,0.5,-5.89,DEGRADED, | 📊 Rank too low: 10.8 < 16.8,,,,
2026-03-14,COMI,BANKS,122.0,WAIT,📊 WAIT (Rank),10.68,0.0,🟡 MID,41.8,31.8,121.39,113.65,138.71,2.2,5.57,0.8,12.4,1.9,DEGRADED, | 📊 Rank too low: 10.7 < 16.8,,,,
2026-03-14,EAST,ENERGY,37.11000061035156,WAIT,📊 WAIT (Rank),10.44,0.0,🔴 LATE,42.5,22.3,36.92,34.32,42.69,2.2,1.86,0.37,-3.3,-4.28,DEGRADED, | 📊 Rank too low: 10.4 < 16.8,,,,
2026-03-14,TMGH,REAL_ESTATE,78.0,WAIT,📊 WAIT (Rank),9.99,0.0,🟡 MID,38.7,35.7,77.61,72.79,88.43,2.2,3.476,0.54,10.4,0.14,DEGRADED, | 📊 Rank too low: 10.0 < 16.8,,,,
2026-03-14,CNFN,BANKS,4.059999942779541,WAIT,📊 WAIT (Rank),9.43,0.0,🟡 MID,39.4,38.9,4.04,3.82,4.55,2.3,0.162,0.34,-13.2,4.15,DEGRADED, | 📊 Rank too low: 9.4 < 16.8,,,,
2026-03-14,ETEL,SERVICES,84.6500015258789,WAIT,📊 WAIT (Rank),8.58,0.0,🟡 MID,46.1,29.8,84.23,79.4,95.16,2.3,3.503,0.61,36.1,-4.15,DEGRADED, | 📊 Rank too low: 8.6 < 16.8,,,,
